dataset,mr-tail,mrr-tail,hits@1-tail,hits@3-tail,hits@10-tail,hits@10_50-tail
CoDExSmall,6.195842742919922,0.6505104303359985,0.529540479183197,0.720459520816803,0.8807439804077148,0.999133288860321
CoDExSmall,6.195842742919922,0.6505104303359985,0.529540479183197,0.720459520816803,0.8807439804077148,0.999133288860321
